rel	e1_loc	e1_type	e2_loc	e2_type	sent
Composes_Protein_Complex	0	Protein	12,13,14	Protein_Complex	SERK3 or BRI1-ASSOCIATED RECEPTOR KINASE1 ( BAK1 ) is part of the BR receptor complex and is proposed to function as a coreceptor of the BRI1 protein ( Li et al. , 2002 ; Nam and Li , 2002 ) .
Is_Protein_Domain_Of	18	Protein_Domain	11	Protein_Family	SERK1 is a member of a small family of five related RLKs , all of which have five LRRs and a typical Ser-Pro-rich juxtamembrane region ( Hecht et al. , 2001 ) .
Is_Localized_In	21	Protein	5	Tissue	Their potential substrates are the nuclear proteins BRASSINAZOLE-RESISTANT1 ( BZR1 ) ( Wang et al. , 2002b ) and bri1-EMS-SUPPRESSOR1 ( BES1 ) ( Yin et al. , 2002 ) .
Interacts_With	13	Protein	8	Protein	Using a yeast two-hybrid screen , two additional SERK1 -interacting proteins , CDC48A and 14-3-3λ , were found ( Rienties et al. , 2005 ) .
Interacts_With	0	Protein	17	Protein	KAPP has also been reported to interact with other LRR-RLKs such as HAESA , WALL-ASSOCIATED KINASE1 , FLS2 , and CLV1 ( reviewed in Becraft , 2002 ) .
Interacts_With	0	Protein	12	Protein	KAPP has also been reported to interact with other LRR-RLKs such as HAESA , WALL-ASSOCIATED KINASE1 , FLS2 , and CLV1 ( reviewed in Becraft , 2002 ) .
Interacts_With	0	Protein	11	Protein	SERK1 was shown to interact with the KINASE-ASSOCIATED PROTEIN PHOSPHATASE ( KAPP ) that is postulated to play a role in receptor internalization ( Shah et al. , 2002 ) .
Interacts_With	0	Protein	20	Protein	KAPP has also been reported to interact with other LRR-RLKs such as HAESA , WALL-ASSOCIATED KINASE1 , FLS2 , and CLV1 ( reviewed in Becraft , 2002 ) .
Interacts_With	11	Protein	8	Protein	Using a yeast two-hybrid screen , two additional SERK1 -interacting proteins , CDC48A and 14-3-3λ , were found ( Rienties et al. , 2005 ) .
Interacts_With	6	Protein	8	Protein	In particular , the interaction between SERK1 and BRI1 was confirmed by a genetic experiment and fluorescence lifetime imaging microscopy ( FLIM ) to determine Förster resonance energy transfer ( FRET ) between fluorescently tagged receptors .
Interacts_With	0	Protein	14,15	Protein	KAPP has also been reported to interact with other LRR-RLKs such as HAESA , WALL-ASSOCIATED KINASE1 , FLS2 , and CLV1 ( reviewed in Becraft , 2002 ) .
Interacts_With	27	Protein	32,33	Protein_Family	These interactions suggested analogy with the mammalian CDC48 homologue p97/VCP complex , in which p97/VCP can be phosphorylated by the JAK-2 kinase and dephosphorylated by the phosphatase PTPH1 that associates with a 14-3-3 protein ( Zhang et al. , 1997 , 1999 ) .
Interacts_With	0	Protein	25	Protein	SERK3 or BRI1-ASSOCIATED RECEPTOR KINASE1 ( BAK1 ) is part of the BR receptor complex and is proposed to function as a coreceptor of the BRI1 protein ( Li et al. , 2002 ; Nam and Li , 2002 ) .
Interacts_With	9	Protein	11	Protein	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Regulates_Accumulation	25	Pathway	9	Protein	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Regulates_Accumulation	27,28	Tissue	9	Protein	We previously identified Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 ( SERK1 ) , an LRR-RLK that marks the formation of embryogenic cells in culture and is expressed in ovule primordia and in both male and female gametophytes .
Regulates_Accumulation	17,18	Tissue	4	Protein	In sporophytic tissues , SERK1 has a complex expression pattern , with expression being highest in the vascular tissue of all organs ( Hecht et al. , 2001 ; Albrecht et al. , 2005 ; Kwaaitaal et al. , 2005 ) .
Regulates_Accumulation	32,35	Tissue	9	Protein	We previously identified Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 ( SERK1 ) , an LRR-RLK that marks the formation of embryogenic cells in culture and is expressed in ovule primordia and in both male and female gametophytes .
Regulates_Accumulation	25	Pathway	11	Protein	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Regulates_Accumulation	34,35	Tissue	9	Protein	We previously identified Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 ( SERK1 ) , an LRR-RLK that marks the formation of embryogenic cells in culture and is expressed in ovule primordia and in both male and female gametophytes .
Has_Sequence_Identical_To	31	Protein	29	Protein	Additional proteins were also found , such as another member of the 14-3-3 family , 14-3-3ν , SERK3 ( BAK1 ) and BRI1 , the MADS box transcription factor AGAMOUS-LIKE15 ( AGL15 ) , and an uncharacterized zinc finger protein .
Has_Sequence_Identical_To	6	Protein	0	Protein	SERK3 or BRI1-ASSOCIATED RECEPTOR KINASE1 ( BAK1 ) is part of the BR receptor complex and is proposed to function as a coreceptor of the BRI1 protein ( Li et al. , 2002 ; Nam and Li , 2002 ) .
Has_Sequence_Identical_To	7	Protein_Family	3,4	Protein_Family	Membrane-located leucine-rich repeat receptor-like kinases ( LRR- RLKs ) play important roles in plant signaling pathways .
Has_Sequence_Identical_To	9	Protein	4,5,6,7	Protein	We previously identified Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 ( SERK1 ) , an LRR-RLK that marks the formation of embryogenic cells in culture and is expressed in ovule primordia and in both male and female gametophytes .
Has_Sequence_Identical_To	22	Protein	20	Protein	For example , negative and positive regulators of brassinosteroid ( BR ) signaling were identified as the GSK-3/Shaggy-like kinase called BRASSINOSTEROID-INSENSITIVE2 ( BIN2 ) ( Li and Nam , 2002 ) and the nucleus-localized Ser/Thr phosphatase bri1 Suppressor1 family ( Mora-Garcia et al. , 2004 ) , respectively .
Has_Sequence_Identical_To	21	Protein	19	Protein	Their potential substrates are the nuclear proteins BRASSINAZOLE-RESISTANT1 ( BZR1 ) ( Wang et al. , 2002b ) and bri1-EMS-SUPPRESSOR1 ( BES1 ) ( Yin et al. , 2002 ) .
Has_Sequence_Identical_To	6	Protein_Family	1,2,3,4	Protein_Family	Membrane-located leucine-rich repeat receptor-like kinases ( LRR-RLKs ) play important roles in plant signaling pathways .
Has_Sequence_Identical_To	6	Protein	2,3,4	Protein	SERK3 or BRI1-ASSOCIATED RECEPTOR KINASE1 ( BAK1 ) is part of the BR receptor complex and is proposed to function as a coreceptor of the BRI1 protein ( Li et al. , 2002 ; Nam and Li , 2002 ) .
Has_Sequence_Identical_To	8	Protein	6	Protein	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Has_Sequence_Identical_To	9	Protein	7	Protein	Their potential substrates are the nuclear proteins BRASSINAZOLE-RESISTANT1 ( BZR1 ) ( Wang et al. , 2002b ) and bri1-EMS-SUPPRESSOR1 ( BES1 ) ( Yin et al. , 2002 ) .
Has_Sequence_Identical_To	11	Protein	7,8,9	Protein	SERK1 was shown to interact with the KINASE-ASSOCIATED PROTEIN PHOSPHATASE ( KAPP ) that is postulated to play a role in receptor internalization ( Shah et al. , 2002 ) .
Has_Sequence_Identical_To	8	Protein	4,5,6	Protein	We combined immunoprecipitation of cyan fluorescent protein ( CFP ) -tagged SERK1 with rapid liquid chromatography ( LC ) /MALDI-TOF/MS-based protein identification .
Has_Sequence_Identical_To	6	Protein_Domain	1,2	Protein_Domain	Membrane-located leucine-rich repeat receptor-like kinases ( LRR -RLKs ) play important roles in plant signaling pathways .
Has_Sequence_Identical_To	13	Protein	11	Protein	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Has_Sequence_Identical_To	26	Protein	25	Protein	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA - RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Is_Functionally_Equivalent_To	9	Protein	7	Protein	These interactions suggested analogy with the mammalian CDC48 homologue p97/VCP complex , in which p97/VCP can be phosphorylated by the JAK-2 kinase and dephosphorylated by the phosphatase PTPH1 that associates with a 14-3-3 protein ( Zhang et al. , 1997 , 1999 ) .
Has_Sequence_Identical_To	19	Protein	17	Protein	Additional proteins were also found , such as another member of the 14-3-3 family , 14-3-3ν , SERK3 ( BAK1 ) and BRI1 , the MADS box transcription factor AGAMOUS-LIKE15 ( AGL15 ) , and an uncharacterized zinc finger protein .
Is_Member_Of_Family	9	Protein	13	Protein_Family	We previously identified Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 ( SERK1 ) , an LRR-RLK that marks the formation of embryogenic cells in culture and is expressed in ovule primordia and in both male and female gametophytes .
Is_Member_Of_Family	27	Protein	26	Protein_Family	These interactions suggested analogy with the mammalian CDC48 homologue p97/VCP complex , in which p97/VCP can be phosphorylated by the JAK-2 kinase and dephosphorylated by the phosphatase PTPH1 that associates with a 14-3-3 protein ( Zhang et al. , 1997 , 1999 ) .
Is_Member_Of_Family	17	Protein	9	Protein_Family	KAPP has also been reported to interact with other LRR-RLKs such as HAESA , WALL-ASSOCIATED KINASE1 , FLS2 , and CLV1 ( reviewed in Becraft , 2002 ) .
Is_Member_Of_Family	13	Protein	8,9	Protein_Family	Using a yeast two-hybrid screen , two additional SERK1-interacting proteins , CDC48A and 14-3-3λ , were found ( Rienties et al. , 2005 ) .
Is_Member_Of_Family	20	Protein	9	Protein_Family	KAPP has also been reported to interact with other LRR-RLKs such as HAESA , WALL-ASSOCIATED KINASE1 , FLS2 , and CLV1 ( reviewed in Becraft , 2002 ) .
Is_Member_Of_Family	22	Protein	17,18	Protein_Family	For example , negative and positive regulators of brassinosteroid ( BR ) signaling were identified as the GSK-3/Shaggy-like kinase called BRASSINOSTEROID-INSENSITIVE2 ( BIN2 ) ( Li and Nam , 2002 ) and the nucleus-localized Ser/Thr phosphatase bri1 Suppressor1 family ( Mora-Garcia et al. , 2004 ) , respectively .
Is_Member_Of_Family	14,15	Protein	9	Protein_Family	KAPP has also been reported to interact with other LRR-RLKs such as HAESA , WALL-ASSOCIATED KINASE1 , FLS2 , and CLV1 ( reviewed in Becraft , 2002 ) .
Is_Member_Of_Family	20	Protein	21	Protein_Family	These interactions suggested analogy with the mammalian CDC48 homologue p97/VCP complex , in which p97/VCP can be phosphorylated by the JAK-2 kinase and dephosphorylated by the phosphatase PTPH1 that associates with a 14-3-3 protein ( Zhang et al. , 1997 , 1999 ) .
Is_Member_Of_Family	22	Protein	12,13	Protein_Family	Additional proteins were also found , such as another member of the 14-3-3 family , 14-3-3ν , SERK3 ( BAK1 ) and BRI1 , the MADS box transcription factor AGAMOUS-LIKE15 ( AGL15 ) , and an uncharacterized zinc finger protein .
Is_Member_Of_Family	17	Protein	12,13	Protein_Family	Additional proteins were also found , such as another member of the 14-3-3 family , 14-3-3ν , SERK3 ( BAK1 ) and BRI1 , the MADS box transcription factor AGAMOUS-LIKE15 ( AGL15 ) , and an uncharacterized zinc finger protein .
Is_Member_Of_Family	2,3,4,5	Protein_Domain	9,10,11	Protein_Family	For the epidermal growth factor receptor , a human receptor Tyr kinase , immunoprecipitation combined with matrix-assisted laser desorption ionization-time of flight/mass spectrometry ( MALDI-TOF/MS ) was used to identify components of the epidermal growth factor receptor signaling complex ( Pandey et al. , 2000 ) .
Is_Member_Of_Family	0	Protein	11	Protein_Family	SERK1 is a member of a small family of five related RLKs , all of which have five LRRs and a typical Ser-Pro-rich juxtamembrane region ( Hecht et al. , 2001 ) .
Is_Member_Of_Family	31	Protein	25,26,27,28	Protein_Family	Additional proteins were also found , such as another member of the 14-3-3 family , 14-3-3ν , SERK3 ( BAK1 ) and BRI1 , the MADS box transcription factor AGAMOUS-LIKE15 ( AGL15 ) , and an uncharacterized zinc finger protein .
Is_Member_Of_Family	11	Protein	8,9	Protein_Family	Using a yeast two-hybrid screen , two additional SERK1-interacting proteins , CDC48A and 14-3-3λ , were found ( Rienties et al. , 2005 ) .
Is_Member_Of_Family	12	Protein	9	Protein_Family	KAPP has also been reported to interact with other LRR-RLKs such as HAESA , WALL-ASSOCIATED KINASE1 , FLS2 , and CLV1 ( reviewed in Becraft , 2002 ) .
Is_Member_Of_Family	15	Protein	12,13	Protein_Family	Additional proteins were also found , such as another member of the 14-3-3 family , 14-3-3ν , SERK3 ( BAK1 ) and BRI1 , the MADS box transcription factor AGAMOUS-LIKE15 ( AGL15 ) , and an uncharacterized zinc finger protein .
Regulates_Molecule_Activity	20	Protein	14	Protein	These interactions suggested analogy with the mammalian CDC48 homologue p97/VCP complex , in which p97/VCP can be phosphorylated by the JAK-2 kinase and dephosphorylated by the phosphatase PTPH1 that associates with a 14-3-3 protein ( Zhang et al. , 1997 , 1999 ) .
Regulates_Process	28	Protein	51,52	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Regulates_Process	23	Protein	45,46	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Regulates_Process	4	Protein	11,14	Regulatory_Network	Transgenic studies indicate that KAPP functions as a negative regulator of CLV1 and FLS2 signaling ( Williams et al. , 1997 ; Stone et al. , 1998 ; Gomez-Gomez et al. , 2001 ) .
Regulates_Process	34,35,36,37,38	Protein_Family	8,12	Regulatory_Network	For example , negative and positive regulators of brassinosteroid ( BR ) signaling were identified as the GSK-3/Shaggy-like kinase called BRASSINOSTEROID-INSENSITIVE2 ( BIN2 ) ( Li and Nam , 2002 ) and the nucleus-localized Ser/Thr phosphatase bri1 Suppressor1 family ( Mora-Garcia et al. , 2004 ) , respectively .
Regulates_Process	4	Protein	13,14	Regulatory_Network	Transgenic studies indicate that KAPP functions as a negative regulator of CLV1 and FLS2 signaling ( Williams et al. , 1997 ; Stone et al. , 1998 ; Gomez-Gomez et al. , 2001 ) .
Regulates_Process	22	Protein	8,12	Regulatory_Network	For example , negative and positive regulators of brassinosteroid ( BR ) signaling were identified as the GSK-3/Shaggy-like kinase called BRASSINOSTEROID-INSENSITIVE2 ( BIN2 ) ( Li and Nam , 2002 ) and the nucleus-localized Ser/Thr phosphatase bri1 Suppressor1 family ( Mora-Garcia et al. , 2004 ) , respectively .
Regulates_Process	13	Protein	39,40	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Regulates_Process	0,1,2,3	Genotype	16,17,18	Regulatory_Network	Ectopic expression of SERK1 does not result in an obvious phenotype in Arabidopsis plants but increases somatic embryo formation in culture ( Hecht et al. , 2001 ) .
Regulates_Process	26	Protein	48	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA- RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Regulates_Development_Phase	9	Protein	17,18,19,20	Development_Phase	We previously identified Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 ( SERK1 ) , an LRR-RLK that marks the formation of embryogenic cells in culture and is expressed in ovule primordia and in both male and female gametophytes .
Regulates_Molecule_Activity	27	Protein	14	Protein	These interactions suggested analogy with the mammalian CDC48 homologue p97/VCP complex , in which p97/VCP can be phosphorylated by the JAK-2 kinase and dephosphorylated by the phosphatase PTPH1 that associates with a 14-3-3 protein ( Zhang et al. , 1997 , 1999 ) .
Regulates_Process	8	Protein	35,36,37	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Regulates_Process	63	Protein	10,11	Regulatory_Network	Using this method , we confirmed the presence in the SERK1 signaling complex of CDC48A ( Rienties et al. , 2005 ) and KAPP ( Shah et al. , 2002 ) . Additional proteins were also found , such as another member of the 14-3-3 family , 14-3-3ν , SERK3 ( BAK1 ) and BRI1 , the MADS box transcription factor AGAMOUS-LIKE15 ( AGL15 ) , and an uncharacterized zinc finger protein .
Regulates_Process	16	Protein	42,43	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Exists_In_Genotype	9	Protein	7	Genotype	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Exists_In_Genotype	11	Protein	7	Genotype	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Is_Localized_In	9	Protein	19	Tissue	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Is_Localized_In	11	Protein	19	Tissue	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Is_Linked_To	2,3	Environmental_Factor	13	Protein	Using a yeast two-hybrid screen , two additional SERK1-interacting proteins , CDC48A and 14-3-3λ , were found ( Rienties et al. , 2005 ) .
Is_Linked_To	2,3	Environmental_Factor	11	Protein	Using a yeast two-hybrid screen , two additional SERK1-interacting proteins , CDC48A and 14-3-3λ , were found ( Rienties et al. , 2005 ) .
Is_Linked_To	21	Environmental_Factor	6	Protein	In particular , the interaction between SERK1 and BRI1 was confirmed by a genetic experiment and fluorescence lifetime imaging microscopy ( FLIM ) to determine Förster resonance energy transfer ( FRET ) between fluorescently tagged receptors .
Is_Linked_To	30	Environmental_Factor	6	Protein	In particular , the interaction between SERK1 and BRI1 was confirmed by a genetic experiment and fluorescence lifetime imaging microscopy ( FLIM ) to determine Förster resonance energy transfer ( FRET ) between fluorescently tagged receptors .
Is_Linked_To	2,3	Environmental_Factor	8	Protein	Using a yeast two-hybrid screen , two additional SERK1 -interacting proteins , CDC48A and 14-3-3λ , were found ( Rienties et al. , 2005 ) .
Is_Linked_To	21	Environmental_Factor	8	Protein	In particular , the interaction between SERK1 and BRI1 was confirmed by a genetic experiment and fluorescence lifetime imaging microscopy ( FLIM ) to determine Förster resonance energy transfer ( FRET ) between fluorescently tagged receptors .
Is_Linked_To	30	Environmental_Factor	8	Protein	In particular , the interaction between SERK1 and BRI1 was confirmed by a genetic experiment and fluorescence lifetime imaging microscopy ( FLIM ) to determine Förster resonance energy transfer ( FRET ) between fluorescently tagged receptors .
Exists_In_Genotype	2,3,4,5	Protein_Domain	8	Genotype	For the epidermal growth factor receptor , a human receptor Tyr kinase , immunoprecipitation combined with matrix-assisted laser desorption ionization-time of flight/mass spectrometry ( MALDI-TOF/MS ) was used to identify components of the epidermal growth factor receptor signaling complex ( Pandey et al. , 2000 ) .
Exists_In_Genotype	9,10,11	Protein_Family	8	Genotype	For the epidermal growth factor receptor , a human receptor Tyr kinase , immunoprecipitation combined with matrix-assisted laser desorption ionization-time of flight/mass spectrometry ( MALDI-TOF/MS ) was used to identify components of the epidermal growth factor receptor signaling complex ( Pandey et al. , 2000 ) .
Exists_In_Genotype	28	Protein	18	Genotype	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Exists_In_Genotype	23	Protein	18	Genotype	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Exists_In_Genotype	13	Protein	4,5	Genotype	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Exists_In_Genotype	26	Protein	18	Genotype	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA- RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Exists_In_Genotype	8	Protein	4,5	Genotype	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Exists_In_Genotype	16	Protein	4,5	Genotype	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Occurs_In_Genotype	25	Pathway	7	Genotype	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Is_Localized_In	25	Pathway	8	Tissue	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Is_Linked_To	19,20	Environmental_Factor	0,1,2,3	Genotype	Ectopic expression of SERK1 does not result in an obvious phenotype in Arabidopsis plants but increases somatic embryo formation in culture ( Hecht et al. , 2001 ) .
Is_Linked_To	21,22	Environmental_Factor	9	Protein	We previously identified Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 ( SERK1 ) , an LRR-RLK that marks the formation of embryogenic cells in culture and is expressed in ovule primordia and in both male and female gametophytes .
Regulates_Accumulation	7	Genotype	9	Protein	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Regulates_Accumulation	8	Tissue	9	Protein	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Regulates_Accumulation	7	Genotype	11	Protein	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Regulates_Accumulation	8	Tissue	11	Protein	Recently , we showed that in living plant cells BRI1 and SERK3 interaction occurred in restricted areas of the membrane and recycled upon internalization by endocytosis ( Russinova et al. , 2004 ) .
Regulates_Accumulation	3	Genotype	9	Protein	We previously identified Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 ( SERK1 ) , an LRR-RLK that marks the formation of embryogenic cells in culture and is expressed in ovule primordia and in both male and female gametophytes .
Regulates_Process	18	Genotype	51,52	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Regulates_Process	18	Genotype	45,46	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Regulates_Process	4,5	Genotype	39,40	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Regulates_Process	18	Genotype	48	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Regulates_Process	4,5	Genotype	35,36,37	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
